label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
0,0.0,0.006633,0.16,0.26,0.001859,0.244,0.11,0.26,0.476,0.0,0.4,0.0,0.26,17,1498,2032,422070,664216,664521,665811,676733,677367,677371,732357,737432,1147603,1150512,1150611,1163036,1528982,1529014,1533925,1536019,1536022,1934144,1934163,1936598,2022810,2025906
0,0.4,0.197347,0.03,0.16,6.3e-05,0.004,0.14,0.42,0.104,0.2,0.4,0.2,0.04,14,1475,2032,415614,664217,664524,664978,676733,677367,677371,732307,737432,1147562,1150513,1150664,1163043,1528988,1529023,1533924,1536018,1536029,1934144,1934170,1934180,2022801,2022897
0,0.0,0.066335,1.0,0.06,0.946547,0.596,0.0,0.14,0.25,0.0,0.0,0.0,0.06,14,1498,11935,427905,664221,664526,664983,676734,677368,677371,732239,747554,1147502,1150513,1150598,1173996,1528982,1529014,1533928,1536020,1546555,1934144,1934163,1934179,2022810,2023053
0,0.0,0.003317,0.0,0.0,0.046453,0.0,0.01,0.0,0.0,0.0,0.1,0.0,0.0,14,1676,2202,415819,664216,664522,665700,676733,677367,677983,732734,737611,1147964,1150513,1152301,1163230,1528984,1529324,1533924,1536018,1536210,1934144,1934165,1934383,2022801,2022897
1,0.25,0.0199,0.68,0.32,3.1e-05,0.008,0.18,0.36,0.07,0.1,0.2,0.0,0.08,15,1484,2065,415610,664216,664522,664832,676733,677367,677730,732199,737467,1147462,1150514,1150575,1163078,1528982,1529003,1533925,1536020,1536060,1934144,1934166,1934182,2022803,2022907
0,0.0,0.003317,0.0,0.0,1.0,0.0,0.0,0.08,0.026,0.0,0.0,0.0,0.0,14,1479,140807,527681,664216,664522,667434,676734,677368,704048,732434,878395,1147681,1150512,1150546,1301802,1528985,1528994,1534069,1536019,1678375,1934144,1934164,1981443,2022803,2059680
0,0.0,0.004975,0.37,0.02,0.182516,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,16,1481,2032,444923,664216,664521,664937,676733,677367,678228,732288,737432,1147547,1150513,1150544,1191477,1528982,1528997,1534260,1536020,1536022,1934144,1934163,1949478,2022803,2023352
0,0.0,0.014925,0.37,0.12,1.0,0.0,0.0,0.2,0.01,0.0,0.0,0.0,0.18,25,1658,2032,415606,664216,664521,669787,676743,677368,677371,734272,737432,1149215,1150514,1151477,1163036,1528989,1529362,1533925,1536020,1536022,1934144,1934164,1934202,2022808,2022937
1,0.05,0.006633,0.02,0.02,1.6e-05,0.002,0.01,0.02,0.002,0.1,0.1,0.0,0.02,879,1484,2064,415610,664216,664523,664678,676733,677367,678895,732247,737466,1147511,1150512,1150603,1163061,1528984,1529003,1533925,1536020,1536059,1934144,1934164,1934182,2022803,2022907
0,0.15,0.434494,0.0,0.0,0.005297,0.158,0.03,0.2,0.02,0.1,0.1,0.0,0.0,15,1475,2044,415620,664216,664522,665646,676733,677367,677371,732245,737445,1147494,1150512,1150697,1163050,1528983,1529044,1533924,1536018,1536036,1934144,1934163,1934196,2022801,2022897
0,0.0,0.004975,0.04,0.08,0.158438,0.072,0.02,0.08,0.022,0.0,0.1,0.0,0.08,14,1665,42376,415756,664217,664521,667914,676987,677367,678488,733131,778565,1148286,1150512,1151230,1163297,1528984,1529299,1533924,1536018,1577368,1934144,1934163,1934316,2022801,2022897
0,0.0,0.072968,0.09,0.04,0.0,0.0,0.0,0.04,0.002,0.0,0.0,0.0,0.04,14,1486,2032,444767,664216,664522,664573,676733,677368,677371,732143,737432,1147343,1150513,1150560,1163036,1528990,1529019,1533924,1536018,1536022,1934144,1934169,1937885,2022801,2022897
0,0.3,0.004975,0.06,0.16,0.000531,0.014,0.19,0.76,0.182,0.1,0.4,0.0,0.1,15,1480,13295,423791,664216,664522,664550,676741,677367,677415,732087,748965,1147334,1150513,1150555,1175444,1528982,1528998,1534034,1536021,1548012,1934144,1934163,1940358,2022802,2027862
0,0.0,0.008292,0.04,0.32,3.1e-05,0.0,0.0,0.04,0.032,0.0,0.0,0.0,0.12,14,1667,2032,415606,664216,664525,669940,676738,677367,680659,734030,737432,1149030,1150514,1151947,1163036,1528982,1529302,1533925,1536020,1536022,1934144,1934164,2019730,2022803,2022897
0,0.0,0.006633,0.05,0.04,0.028453,0.076,0.04,0.04,0.05,0.0,0.2,0.0,0.04,36,1481,339534,417152,664218,664523,664646,676736,677367,677405,732110,1081528,1147359,1150513,1150544,1209922,1528982,1528997,1533936,1536019,1582821,1934144,1934164,1935070,2022803,2023586
0,0.0,0.164179,0.02,0.04,0.092375,0.062,0.1,0.32,0.062,0.0,0.1,0.0,0.04,15,1484,2032,415778,664216,664521,664601,676733,677367,677409,732202,739736,1147408,1150523,1151456,1163881,1528982,1529013,1533925,1536019,1536965,1934144,1934163,1934182,2022803,2024624
0,0.65,0.036484,0.04,0.46,0.0,0.032,0.13,0.48,0.076,0.1,0.1,0.0,0.0,14,1581,2034,415607,664217,664522,667008,676737,677367,677387,732926,737435,1148134,1150514,1152206,1163039,1528982,1529338,1533924,1536018,1536025,1934144,1934164,1934181,2022801,2022897
0,0.0,0.154229,0.09,0.1,0.005125,0.09,0.79,0.88,0.176,0.0,0.1,0.0,0.88,15,1751,2038,415609,664216,664523,664915,676733,677367,679792,732206,737439,1147470,1150514,1153464,1163044,1528988,1529716,1533924,1536018,1536030,1934144,1934165,1934184,2022801,2022897
0,0.0,0.029851,0.28,0.1,0.015672,0.252,0.04,0.1,0.048,0.0,0.2,0.0,0.1,14,1491,2050,415627,664216,664522,665872,676753,677367,707713,733179,737451,1147455,1150516,1150569,1163055,1528982,1529032,1533924,1536018,1536044,1934144,1934164,1934187,2022801,2022897
0,0.25,0.004975,1.0,0.06,0.000328,0.06,0.05,0.98,0.052,0.1,0.1,0.0,0.0,14,1477,14102,430301,664216,664522,664851,676734,677367,677381,732115,749807,1147367,1150512,1150545,1176305,1528982,1529001,1533925,1536020,1548864,1934145,1934164,1943392,2022802,2022903
0,0.0,0.013267,0.08,0.12,0.107797,0.314,0.08,0.26,0.146,0.0,0.3,0.0,0.16,14,1580,2032,417076,664221,664522,664741,676733,677367,678185,732158,737432,1147417,1150513,1150848,1163036,1528982,1529127,1533925,1536019,1536022,1934144,1934168,1935015,2022811,2023553
0,0.1,0.00995,0.01,0.06,0.003047,0.016,0.09,0.12,0.128,0.2,0.4,0.0,0.06,14,1477,2597,416374,664217,664522,665674,676734,677367,677376,732100,738014,1147350,1150512,1150714,1163690,1528982,1529067,1533925,1536021,1536622,1934144,1934163,1934616,2022802,2022901
0,0.0,0.006633,0.02,0.06,0.135984,0.954,0.03,0.1,0.26,0.0,0.1,0.0,0.06,18,1496,2038,415609,664216,664521,666020,676758,677367,679772,733059,737439,1148233,1150512,1150713,1163044,1528982,1529055,1533924,1536018,1536030,1934144,1934163,1934184,2022801,2022897
1,0.0,0.003317,0.12,0.32,0.224266,0.256,0.07,0.26,0.254,0.0,0.1,0.0,0.32,15,1685,2221,415842,664216,664524,666684,676734,677367,684836,733021,737629,1148201,1150512,1151105,1163254,1528982,1529344,1533924,1536018,1536228,1934144,1934163,1934405,2022801,2022897
0,0.0,0.006633,0.69,0.0,0.681781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1484,2064,415610,664216,664522,669481,676733,677367,685019,734452,737466,1149364,1150514,1150575,1163061,1528982,1529003,1533925,1536020,1536059,1934144,1934164,1934182,2022803,2022908
0,0.05,0.004975,0.3,0.04,0.011172,0.014,0.02,0.06,0.122,0.1,0.1,0.0,0.04,14,1488,4432,418909,664216,664522,665611,676733,677367,678157,732897,739890,1148108,1150513,1150582,1165841,1528983,1529002,1534314,1536021,1538577,1934144,1934163,1934987,2022808,2023495
1,0.05,0.039801,0.06,0.12,0.003656,0.09,0.01,0.36,0.094,0.1,0.1,0.0,0.86,16,1487,4528,415629,664243,664522,667866,676733,677367,677426,732558,739995,1147803,1150512,1150541,1163059,1528982,1529006,1533924,1536018,1536665,1934144,1934163,1934185,2022801,2022897
0,0.05,0.223881,0.26,0.9,0.001563,0.134,0.22,0.38,0.478,0.1,0.3,0.0,1.0,15,1517,5752,420655,664216,664523,664592,676733,677367,677453,732098,741264,1147348,1150512,1150635,1167341,1528982,1529029,1533927,1536021,1540000,1934144,1934163,1934179,2022803,2022898
0,0.0,0.004975,0.0,0.04,0.145156,0.128,0.08,0.14,0.122,0.0,0.1,0.0,0.04,14,1831,5007,415681,664216,664522,668899,676733,677367,684238,733862,740483,1148906,1150513,1152002,1163912,1528982,1529939,1533924,1536018,1536822,1934144,1934163,1934218,2022801,2022897
1,0.0,0.004975,0.07,0.02,0.519875,0.088,0.0,0.38,0.11,0.0,0.0,0.0,0.02,14,1510,12368,428408,664216,664524,665541,676735,677367,677371,732818,748024,1148038,1150513,1151024,1174450,1528986,1529164,1533925,1536020,1547057,1934144,1934163,1935043,2022810,2022903
0,0.0,0.08126,0.1,0.02,0.595875,0.062,0.0,0.02,0.032,0.0,0.0,0.0,0.02,22,1475,302027,447228,664216,664521,664997,676733,677367,677705,732207,1060831,1147473,1150512,1155907,1245191,1528984,1530992,1533924,1536018,1852601,1934144,1934163,1938709,2022801,2022897
1,0.05,0.003317,0.0,0.0,0.000375,0.0,0.01,0.0,0.0,0.1,0.1,0.0,0.0,14,1481,2032,415606,664218,664521,671730,676733,677367,677371,735400,737432,1150010,1150513,1150544,1163036,1528984,1528997,1534111,1536019,1536022,1934144,1934163,1966982,2022803,2024588
0,0.0,0.135987,0.94,0.38,0.027438,0.196,0.07,0.34,0.21,0.0,0.3,0.0,0.7,20,1521,2041,415617,664216,664523,666321,676736,677367,677371,732605,737442,1147850,1150512,1150673,1163047,1528982,1529043,1533925,1536020,1536033,1934144,1934163,1934194,2022808,2023240
0,0.0,0.006633,0.12,0.04,0.202,1.0,0.08,0.84,0.682,0.0,0.2,0.0,0.04,15,1486,2227,415708,664216,664522,664597,676736,677367,678113,732111,737603,1147360,1150513,1150560,1163129,1528982,1529019,1533924,1536018,1536109,1934144,1934168,1934201,2022801,2022897
0,0.0,0.089552,0.02,0.04,0.025313,0.038,0.03,0.04,0.036,0.0,0.0,0.0,0.04,40,1476,2056,415635,664216,664521,664546,676734,677367,677489,732089,737457,1147335,1150513,1150548,1163070,1528982,1529000,1533925,1536019,1536051,1934144,1934163,1934214,2022802,2023040
0,0.0,0.003317,0.03,0.06,0.505516,0.0,0.0,0.08,0.006,0.0,0.0,0.0,0.06,14,1504,2032,415612,664217,664522,669692,676733,677367,677371,735148,737472,1149741,1150514,1150881,1163052,1528982,1529101,1533924,1536018,1536038,1934144,1934171,1934180,2022801,2022897
0,0.5,0.008292,0.47,0.26,0.001344,0.032,0.1,0.12,0.032,0.1,0.1,0.1,0.32,17,1517,52258,463788,664216,664522,664566,676733,677367,677438,732098,788549,1147348,1150514,1150726,1214018,1528985,1529029,1534003,1536021,1586963,1934144,1934164,1934179,2022802,2022898
0,0.0,0.004975,0.02,0.0,0.144063,0.104,0.01,0.1,0.092,0.0,0.1,0.0,0.0,16,1623,2506,416223,664216,664522,666276,676733,677367,677371,732730,737923,1147959,1150513,1150909,1163568,1528984,1529222,1533925,1536020,1536529,1934144,1934163,1934208,2022815,2022939
1,0.0,0.013267,0.55,0.04,0.000172,0.0,0.0,0.82,0.036,0.0,0.0,0.0,0.0,14,1475,6767,419354,664216,664523,664749,676734,677367,677371,732343,742285,1147386,1150512,1152688,1168473,1528986,1529213,1533924,1536018,1541089,1934144,1934167,1937388,2022801,2022897
0,0.0,0.006633,0.0,0.54,0.031656,0.094,0.06,0.56,0.578,0.0,0.3,0.0,0.54,14,1563,166918,424478,664216,664523,665465,676734,677367,693037,732427,745724,1147643,1150512,1150755,1171232,1528982,1529104,1533924,1536018,1544669,1934146,1934168,1934387,2022801,2022897
0,0.0,0.008292,0.03,0.1,0.143922,0.304,0.15,0.06,0.24,0.0,0.1,0.0,0.1,17,1534,97829,415744,664217,664524,665123,676734,677367,677524,732571,799537,1147814,1150513,1150979,1163195,1528988,1529143,1533924,1536018,1536641,1934144,1934164,1934267,2022801,2022897
0,0.0,0.004975,0.5,0.06,1.0,0.0,0.0,0.14,0.076,0.0,0.0,0.0,0.16,16,1488,4432,418909,664217,664522,670315,676733,677368,677371,732605,739890,1147850,1150513,1150582,1165841,1528985,1529002,1533925,1536021,1538577,1934144,1934163,1934987,2022808,2023495
0,0.0,0.174129,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1477,20197,418743,664216,664525,664573,676733,677368,677371,732143,755976,1147343,1150514,1150584,1182722,1528990,1529001,1533925,1536020,1555033,1934144,1934169,1934813,2022802,2022929
0,0.05,0.003317,0.11,0.08,3.1e-05,0.008,0.01,0.12,0.008,0.1,0.1,0.0,0.06,15,1475,2189,415802,664216,664527,664910,676733,677367,677468,732418,737592,1147466,1150516,1155249,1163218,1528984,1529213,1533924,1536018,1536196,1934144,1934168,1934353,2022801,2022897
1,0.05,0.723051,0.04,0.04,0.000109,0.0,0.03,0.04,0.052,0.1,0.2,0.0,0.0,14,1623,2032,448412,664217,664522,665234,676733,677367,677379,733869,737432,1147832,1150513,1150909,1207211,1528983,1529222,1533925,1536020,1536022,1934144,1934164,1934491,2022813,2023046
0,0.0,0.043118,0.04,0.2,0.116031,0.356,0.03,0.14,0.166,0.0,0.1,0.0,0.2,21,1581,2033,415607,664218,664524,667560,676738,677367,678606,732743,737433,1147972,1150513,1151937,1163037,1528982,1529338,1533924,1536018,1536023,1934144,1934163,1934181,2022801,2022897
1,0.0,0.160862,0.04,0.06,1.0,0.0,0.0,0.12,0.006,0.0,0.0,0.0,0.06,23,1481,2032,450278,664216,664526,664845,676733,677368,678708,732145,737432,1147402,1150512,1150553,1163036,1528983,1528997,1534163,1536019,1536022,1934144,1934163,1953117,2022803,2038806
0,0.0,0.028192,0.03,0.08,0.0015,0.0,0.0,0.5,0.078,0.0,0.0,0.0,0.08,15,1479,2068,415650,664216,664521,664885,676733,677367,677371,732190,737473,1147386,1150513,1150542,1163081,1528986,1528994,1533925,1536020,1536064,1934144,1934167,1934179,2022804,2022898
0,0.0,0.175788,0.04,0.1,0.098437,0.396,0.06,0.52,0.668,0.0,0.2,0.0,0.32,15,1553,2033,415607,664216,664522,664643,676734,677367,678071,732117,737433,1147370,1150512,1152085,1163037,1528982,1529652,1533924,1536018,1536023,1934144,1934163,1934181,2022801,2022897
0,0.0,0.074627,0.04,0.08,0.930094,0.0,0.0,0.08,0.006,0.0,0.0,0.0,0.08,20,1487,2032,416121,664216,664522,664908,676733,677368,677763,732115,737432,1147367,1150513,1150556,1163036,1528983,1529022,1533924,1536018,1536022,1934146,1934164,1934185,2022801,2022897
0,0.1,0.014925,0.01,0.02,0.000422,0.004,0.02,0.02,0.002,0.1,0.1,0.2,0.02,14,1487,2032,415967,664216,664522,664891,676733,677367,677371,732359,737432,1147442,1150513,1150556,1163036,1528987,1529022,1533924,1536018,1536022,1934146,1934164,1934185,2022801,2022897
0,0.0,0.038143,0.0,0.0,0.501,0.404,0.03,0.02,0.412,0.0,0.2,0.0,0.0,16,1704,2033,415607,664217,664522,664750,676735,677367,678516,732165,737433,1147423,1150512,1151908,1163037,1528982,1529403,1533924,1536018,1536023,1934144,1934164,1934181,2022801,2022897
0,0.0,0.008292,0.0,0.14,0.40875,0.906,0.01,0.12,0.354,0.0,0.1,0.0,0.14,17,1493,2116,415621,664218,664521,666912,676733,677367,681063,732434,737521,1147681,1150512,1151436,1163142,1528984,1529375,1533924,1536018,1536122,1934144,1934163,1934193,2022801,2022897
0,0.0,0.018242,0.09,0.04,0.050188,0.22,0.19,0.26,0.384,0.0,0.6,0.0,0.06,18,1477,2032,415606,664216,664524,664570,676734,677367,677649,732114,737432,1147363,1150514,1150584,1163036,1528982,1529001,1533925,1536020,1536022,1934144,1934165,2015638,2022802,2022902
0,0.0,0.003317,0.07,0.18,0.029562,0.476,0.19,0.92,0.352,0.0,0.2,0.0,0.24,18,1479,2032,415606,664219,664524,664623,676733,677367,682688,732203,737432,1147468,1150513,1150542,1163036,1528982,1528994,1533925,1536021,1536022,1934146,1934168,1934178,2022804,2022932
1,1.0,0.004975,0.02,0.0,0.009469,0.1,1.0,0.92,1.0,0.1,1.0,0.0,0.04,15,1498,10345,426176,664216,664522,664928,676734,677367,678284,732118,745942,1147371,1150513,1150598,1172341,1528987,1529014,1533925,1536019,1544906,1934144,1934165,1941304,2022815,2028765
0,0.0,0.008292,0.02,0.78,0.068859,0.0,0.0,0.52,0.22,0.0,0.0,0.0,0.78,14,1667,2064,415610,664216,664521,668703,676737,677367,681110,733418,737466,1148529,1150512,1151270,1163061,1528982,1529302,1533925,1536020,1536059,1934144,1934163,1934182,2022803,2023929
0,0.0,0.149254,0.53,0.74,0.046078,0.282,0.05,0.52,0.402,0.0,0.2,0.0,0.86,14,1594,46384,418336,664217,664521,665234,676733,677367,677377,733423,781820,1147832,1150512,1151009,1208187,1528982,1529167,1533925,1536019,1580386,1934144,1934163,1936618,2022815,2024743
0,0.1,0.669983,1.0,0.04,0.0085,0.29,0.02,0.56,0.082,0.1,0.1,0.0,0.38,14,1507,25005,441176,664216,664522,666832,676733,677367,677390,732443,760793,1147689,1150518,1152643,1187563,1528983,1529033,1534095,1536021,1559918,1934144,1934163,1934179,2022803,2022898
0,0.0,0.014925,0.16,0.22,0.046844,0.238,0.38,0.24,0.484,0.0,0.6,0.0,0.22,14,1485,2387,416064,664216,664523,664554,676737,677367,677462,732095,737801,1147345,1150514,1150559,1163430,1528982,1528999,1533926,1536021,1536399,1934145,1934165,1934294,2022809,2022948
0,0.5,0.003317,0.19,0.18,0.002891,0.084,0.12,0.36,0.048,0.1,0.2,0.0,0.18,14,1480,3256,417271,664219,664522,664774,676733,677367,677376,732541,738688,1147336,1150513,1150590,1164473,1528982,1529011,1533925,1536021,1537330,1934144,1934163,1935282,2022802,2024082
0,0.0,0.003317,1.0,0.0,0.0,0.0,0.0,0.02,0.002,0.0,0.0,0.0,0.02,15,1484,2032,415612,664216,664524,664660,676737,677368,677371,732230,738077,1147474,1150512,1150603,1163063,1528990,1529003,1533925,1536019,1536042,1934144,1934167,1934180,2022803,2022908
0,0.0,0.063018,0.66,0.04,1.6e-05,0.498,0.0,0.06,0.122,0.0,0.0,0.0,0.02,14,1483,2032,415606,664216,664522,664744,676733,677367,683023,732254,737432,1147519,1150519,1151012,1163036,1528982,1528996,1534089,1536019,1536022,1934145,1934166,1934178,2022806,2022897
0,0.0,0.121061,0.02,0.0,0.231563,0.598,0.01,0.22,0.184,0.0,0.1,0.0,0.0,14,1522,2047,415609,664216,664522,665447,676734,677367,691040,732535,737448,1147781,1150513,1150779,1163060,1528984,1529105,1533924,1536018,1536040,1934144,1934163,1934184,2022801,2022897
1,0.0,0.004975,0.08,0.14,0.088266,0.024,0.02,0.18,0.014,0.0,0.1,0.0,0.14,17,1475,2032,416413,664217,664521,664544,676738,677367,677382,732086,737432,1147333,1150516,1151924,1163036,1528983,1529810,1533924,1536018,1536022,1934144,1934163,1934640,2022801,2022897
0,0.0,1.0,0.03,0.0,0.053766,0.29,0.04,0.3,0.064,0.0,0.1,0.0,0.1,15,1513,2045,415622,664216,664521,664580,676736,677367,677371,732170,737446,1147395,1150512,1150646,1163051,1528982,1529025,1533925,1536020,1536037,1934144,1934164,1934182,2022803,2022900
0,0.0,0.006633,0.51,0.7,0.005219,0.736,0.0,0.78,0.448,0.0,0.0,0.0,1.0,15,1781,2041,415617,664217,664523,667570,676733,677367,677371,732730,737442,1147959,1150512,1151856,1163047,1528982,1529623,1533925,1536020,1536033,1934144,1934163,1934194,2022815,2022920
1,0.0,0.008292,0.14,0.04,0.033453,0.976,0.16,0.46,0.45,0.0,0.2,0.0,0.04,16,1479,2032,415606,664217,664523,670921,676733,677367,677614,734261,737432,1149206,1150512,1150546,1163036,1528982,1528994,1533925,1536020,1536022,1934144,1934164,1934178,2022804,2023027
0,0.0,0.011609,0.03,0.26,0.000891,0.0,0.0,0.14,1.0,0.0,0.0,0.0,0.26,14,1475,2071,415657,664217,664522,666936,676733,677367,678246,732364,737476,1147610,1150512,1151894,1163087,1528985,1529114,1533924,1536018,1536067,1934144,1934163,1934233,2022801,2022897
0,0.0,0.003317,0.17,0.0,0.912188,0.0,0.0,0.08,1.0,0.0,0.0,0.0,0.0,15,1494,3361,417402,664216,664522,664685,676733,677368,679017,732120,738799,1147372,1150513,1151097,1164594,1528982,1529306,1533925,1536019,1537445,1934146,1934173,1935580,2022807,2025711
0,0.0,0.008292,0.03,0.04,0.029078,0.0,0.0,0.86,0.23,0.0,0.0,0.0,0.04,15,1542,2032,415612,664216,664521,664671,676733,677367,677371,732237,737460,1147500,1150512,1150599,1163063,1528989,1529061,1533924,1536018,1536042,1934144,1934163,1934180,2022801,2022897
0,0.0,0.048093,1.0,0.0,1.0,0.0,0.0,0.14,0.304,0.0,0.0,0.0,0.14,14,1536,2154,415679,664216,664522,670027,676733,677368,679387,734608,737558,1149475,1150512,1150709,1163179,1528984,1529062,1533925,1536020,1536164,1934144,1934164,1934247,2022802,2022903
0,0.05,0.008292,0.02,0.26,0.00575,0.036,0.67,0.56,1.0,0.1,1.0,0.0,0.26,17,1530,2037,415609,664216,664525,666445,676736,677367,691448,733417,737438,1148528,1150513,1150967,1163042,1528982,1529120,1533925,1536019,1536028,1934144,1934165,1934184,2022804,2026884
0,0.0,0.004975,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1484,9470,425168,664216,664522,664660,676733,677368,677371,732230,745077,1147474,1150519,1151987,1171403,1528990,1529013,1533925,1536019,1543968,1934144,1934167,1940544,2022803,2028070
0,0.1,0.008292,0.56,0.72,0.012641,0.3,0.12,0.64,1.0,0.1,0.2,0.0,1.0,14,1483,2032,415606,664216,664523,664632,676733,677367,680079,732116,737432,1147368,1150513,1150543,1163036,1528982,1528996,1533926,1536021,1536022,1934144,1934165,1934773,2022806,2023323
0,0.1,0.004975,0.01,0.42,0.000188,0.04,0.2,0.52,0.154,0.2,0.8,0.0,0.4,14,1496,2661,415776,664216,664522,664581,676735,677367,677407,732087,738083,1147334,1150514,1150803,1163767,1528982,1529055,1533924,1536018,1536696,1934144,1934164,1934184,2022801,2022897
0,0.0,0.044776,0.05,0.08,0.543766,0.0,0.0,0.12,0.054,0.0,0.0,0.0,0.08,16,1533,8269,415855,664216,664522,665208,676733,677367,677371,732869,737641,1147988,1150512,1150743,1163265,1528985,1529069,1533925,1536020,1536238,1934144,1934164,1934419,2022807,2022995
0,0.05,1.0,0.08,0.08,0.0,0.0,0.06,0.08,0.54,0.1,0.3,0.0,0.0,15,1808,9549,425228,664216,664522,667530,676736,677367,680927,733032,745177,1148212,1150512,1152189,1171495,1528982,1529705,1533925,1536020,1544075,1934144,1934166,1936519,2022803,2029277
0,0.05,0.003317,1.0,0.4,0.000828,0.042,0.01,0.4,0.04,0.1,0.1,0.0,0.4,14,1484,2064,415610,664218,664523,665180,676733,677367,677371,732762,737466,1147987,1150514,1150575,1163061,1528989,1529003,1533925,1536020,1536059,1934146,1934163,1934182,2022803,2022908
1,0.15,1.0,0.01,0.06,0.000937,0.008,0.08,0.08,0.096,0.1,0.3,0.0,0.08,16,1475,2032,415614,664217,664523,665655,676733,677367,679353,732518,737432,1147764,1150513,1150652,1163043,1528982,1529023,1533924,1536018,1536029,1934145,1934163,1934180,2022801,2022897
0,0.0,0.004975,0.02,0.2,6.3e-05,1.0,0.0,0.0,0.084,0.0,0.0,0.0,0.16,24,1481,6485,421587,664218,664522,664640,676733,677367,677633,732493,742005,1147483,1150515,1150749,1168179,1528982,1528997,1534377,1536021,1540791,1934144,1934164,1934769,2022803,2023310
0,0.0,0.006633,0.21,0.02,0.450391,0.276,0.0,0.12,0.086,0.0,0.0,0.0,0.02,30,1484,2064,415610,664216,664526,664845,676734,677368,682064,732145,737466,1147402,1150514,1150575,1163061,1528983,1529003,1533925,1536020,1536059,1934144,1934163,1934182,2022803,2022908
0,0.0,0.041459,0.05,0.06,0.029437,0.01,0.02,0.06,0.006,0.0,0.1,0.0,0.06,16,1487,5096,415641,664216,664523,668960,676733,677367,683612,734213,740568,1149170,1150512,1150541,1163105,1528983,1529006,1533924,1536018,1537755,1934144,1934164,1934185,2022801,2022897
0,0.0,0.116086,0.0,0.04,0.074328,0.324,0.02,0.16,0.306,0.0,0.1,0.0,0.04,30,1493,2158,415774,664216,664523,664558,676733,677367,678158,732109,737562,1147339,1150513,1151365,1163185,1528982,1529573,1533924,1536018,1536168,1934146,1934163,1934193,2022801,2022897
0,0.0,0.515755,0.04,0.08,0.5645,0.0,0.0,0.12,0.008,0.0,0.0,0.0,0.08,14,1534,2523,415744,664216,664522,665126,676735,677367,677371,734887,737938,1147756,1150513,1150792,1163590,1528986,1529143,1533924,1536018,1536545,1934144,1934167,1934267,2022801,2022897
0,0.0,0.006633,0.47,0.0,0.227813,0.0,0.0,0.28,0.732,0.0,0.0,0.0,0.82,20,1490,2695,415790,664216,664527,669193,676748,677367,696794,734019,738090,1149022,1150512,1150655,1163771,1528989,1529047,1533925,1536019,1536702,1934144,1934163,1934349,2022804,2023067
1,0.0,0.038143,0.01,0.02,0.06875,0.082,1.0,0.02,0.778,0.0,0.8,1.0,0.02,15,1676,2202,415819,664219,664525,665137,676756,677367,677538,732131,737611,1147385,1150513,1152301,1163230,1528988,1529324,1533924,1536018,1536210,1934144,1934163,1934383,2022801,2022897
1,0.35,0.043118,0.01,0.02,0.004125,0.058,0.07,0.82,0.08,0.1,0.1,0.0,0.02,28,1481,2035,415610,664218,664524,667711,676733,677367,677371,733227,737436,1148364,1150518,1150570,1163040,1528982,1529012,1533930,1536020,1536026,1934144,1934169,1934182,2022803,2022904
1,0.0,0.031509,0.2,0.02,0.026094,0.028,0.01,0.2,0.02,0.0,0.1,0.0,0.18,14,1479,2032,415965,664216,664522,669504,676742,677367,677371,732988,737432,1147766,1150513,1150542,1163036,1528984,1528994,1533946,1536019,1536022,1934144,1934167,1934534,2022803,2023672
0,0.0,0.004975,0.23,0.46,0.282234,0.0,0.0,0.92,0.092,0.0,0.0,0.0,0.46,15,1489,2040,415616,664217,664522,664809,676733,677367,677944,732133,737441,1147392,1150513,1150564,1163046,1528982,1529007,1533924,1536018,1536032,1934144,1934167,1934186,2022801,2022897
0,0.0,0.097844,0.15,0.2,0.033906,0.394,0.32,0.44,0.436,0.0,0.1,0.0,0.2,15,1527,2039,415615,664217,664523,665016,676735,677367,677803,732342,737440,1147595,1150514,1150615,1163045,1528982,1529056,1533925,1536020,1536031,1934146,1934166,1934181,2022803,2022919
1,0.0,0.281924,0.01,0.0,0.540359,0.364,0.03,0.0,0.058,0.0,0.0,0.0,0.0,14,1503,81569,431302,664216,664524,664629,676734,677367,677475,732121,817927,1147374,1150514,1150708,1240894,1528982,1529016,1534229,1536019,1615480,1934146,1934165,1943531,2022807,2026964
0,0.3,1.0,0.0,0.0,0.000156,0.0,0.46,0.76,0.792,0.2,0.7,0.0,0.0,14,1475,2032,422139,664224,664527,670124,676733,677367,679423,732870,737432,1148081,1150513,1154542,1163036,1528982,1531107,1533924,1536018,1536022,1934146,1934164,1939247,2022801,2022897
1,0.0,0.008292,0.07,0.02,0.0,0.0,0.0,0.06,0.004,0.0,0.0,0.0,0.02,15,1475,2252,415679,664216,664522,664683,676753,677368,677371,732401,737663,1147431,1150513,1151018,1163283,1528990,1529078,1533924,1536018,1536260,1934144,1934167,1934247,2022801,2022897
